split,symbol,timeframe,context_variant,strategy_type,strategy_id,holding_bars,cost_scenario,signal_count,executable_signal_count,rejected_signal_count,trade_count,hit_rate,average_gross_return,median_gross_return,average_net_return,median_net_return,cumulative_net_return,trade_return_volatility,maximum_drawdown,profit_factor,profit_factor_status,cost_burden,exposure_hours,covered_segment_count,segment_mean_min,segment_mean_median,segment_mean_max,positive_segment_share,uncertainty_note
development,BTCUSDT,1h,primary_d1,baseline,periodic_entry_baseline,4,high_50bps,82,82,0,82,0.34146341463414637,-0.0020407493251639775,-0.0022136071667752666,-0.0070180947489604257,-0.0071900904579884073,-0.45024282834210905,0.022468204786369399,-0.45971589450353278,0.4123983619042737,DEFINED,0.0049773454237964478,328,4,-0.0095541744124419507,-0.0068511069135356066,-0.0014497484663056226,0,descriptive_non_iid_no_p_value
development,BTCUSDT,1h,primary_d1,baseline,periodic_entry_baseline,4,low_20bps,82,82,0,82,0.43902439024390244,-0.0020407493251639775,-0.0022136071667752666,-0.0040346734039536439,-0.004207185875338304,-0.29691562906950097,0.022535710670806116,-0.31433222215708934,0.60160616665589572,DEFINED,0.0019939240787896664,328,4,-0.0065783727372002773,-0.0038671838523646725,0.0015504030155427339,0.25,descriptive_non_iid_no_p_value
development,BTCUSDT,1h,primary_d1,baseline,segment_buy_and_hold,,base_30bps,0,4,0,4,0.5,-0.11751015748424937,-0.067190355047935801,-0.12015366043561787,-0.069984591231398496,-0.61818895117636763,0.4256224393461317,-0.66408358852033733,0.47771442193360897,DEFINED,0.0026435029513685038,13172,4,-0.64361991558891163,-0.069984591231398496,0.30297445630923714,0.5,descriptive_non_iid_no_p_value
development,BTCUSDT,1h,primary_d1,baseline,segment_buy_and_hold,,high_50bps,0,4,0,4,0.5,-0.11751015748424937,-0.067190355047935801,-0.12191159649713723,-0.071842765268529118,-0.62123125741221275,0.42477204422476439,-0.66609305473907998,0.47131249388915203,DEFINED,0.0044014390128878644,13172,4,-0.64433196424311612,-0.071842765268529118,0.30037110879162543,0.5,descriptive_non_iid_no_p_value
development,BTCUSDT,1h,primary_d1,baseline,segment_buy_and_hold,,low_20bps,0,4,0,4,0.5,-0.11751015748424937,-0.067190355047935801,-0.11927337351244835,-0.069054110116831935,-0.61665864752149158,0.42604827491618069,-0.66307432555966805,0.48093148164367411,DEFINED,0.0017632160281989828,13172,4,-0.64326335704695026,-0.069054110116831935,0.30427808323082073,0.5,descriptive_non_iid_no_p_value
development,BTCUSDT,1h,sensitivity_d2,baseline,always_flat,,base_30bps,0,0,0,0,,,,,,0,,,,NO_TRADES,0,0,0,,,,,descriptive_non_iid_no_p_value
development,BTCUSDT,1h,sensitivity_d2,baseline,always_flat,,high_50bps,0,0,0,0,,,,,,0,,,,NO_TRADES,0,0,0,,,,,descriptive_non_iid_no_p_value
development,BTCUSDT,1h,sensitivity_d2,baseline,always_flat,,low_20bps,0,0,0,0,,,,,,0,,,,NO_TRADES,0,0,0,,,,,descriptive_non_iid_no_p_value
development,BTCUSDT,1h,sensitivity_d2,baseline,periodic_entry_baseline,12,base_30bps,82,82,0,82,0.43902439024390244,-0.00030728852723858652,0.00056658681708582348,-0.0033018732872243037,-0.0024306156410769941,-0.27389272869745818,0.0344166694804319,-0.28139714351757705,0.75616667752331634,DEFINED,0.0029945847599857174,984,4,-0.025431909861168812,-0.002229134599923755,0.011810162880318109,0.5,descriptive_non_iid_no_p_value
development,BTCUSDT,1h,sensitivity_d2,baseline,periodic_entry_baseline,12,high_50bps,82,82,0,82,0.3902439024390244,-0.00030728852723858652,0.00056658681708582348,-0.0052932796278640643,-0.0044237627575386962,-0.38372235594492288,0.034347904854523478,-0.38887062840040454,0.64012110180058912,DEFINED,0.0049859911006254779,984,4,-0.027379100311389216,-0.0042226842762099681,0.0097885626385988741,0.25,descriptive_non_iid_no_p_value
